0.001, 0.001, 0.707, 7.5, 7.5, 1e+06, 0.114, 0.011, 2.8006e+04, 2.8006e+04, 1.6743e+26, 0.9954, 2.8e+22, 7.223e+20, 0
0.001, 0.001, 0.707, 8.0, 8.0, 1e+06, 0.114, 0.011, 3.1864e+04, 3.1864e+04, 1.9050e+26, 0.9950, 3.044e+22, 8.264e+20, 5.862e+04
0.001, 0.001, 0.707, 10.0, 10.0, 1e+06, 0.114, 0.011, 4.9788e+04, 4.9788e+04, 2.9765e+26, 0.9932, 4.142e+22, 1.389e+21, 1.436e+05
0.001, 0.001, 0.707, 12.0, 12.0, 1e+06, 0.114, 0.011, 7.1695e+04, 7.1695e+04, 4.2862e+26, 0.9909, 5.568e+22, 2.214e+21, 3.012e+17
0.001, 0.001, 0.707, 15.0, 15.0, 1e+06, 0.114, 0.011, 1.1202e+05, 1.1202e+05, 6.6971e+26, 0.9870, 7.959e+22, 4.176e+21, 6.325e+12
0.001, 0.001, 0.870, 3.0, 3.0, 1e+06, 0.114, 0.011, 4.4809e+03, 3.6204e+03, 2.1644e+25, 0.9986, 8.391e+21, 5.502e+19, 2591
0.001, 0.001, 0.870, 5.0, 5.0, 1e+06, 0.114, 0.011, 1.2447e+04, 1.0057e+04, 6.0123e+25, 0.9980, 1.225e+22, 2.062e+20, 2.317e+04
0.001, 0.001, 0.870, 7.5, 7.5, 1e+06, 0.114, 0.011, 2.8006e+04, 2.2628e+04, 1.3528e+26, 0.9972, 1.693e+22, 5.199e+20, 4.498e+17
0.001, 0.001, 0.870, 8.0, 8.0, 1e+06, 0.114, 0.011, 3.1864e+04, 2.5745e+04, 1.5391e+26, 0.9971, 1.767e+22, 6.144e+20, 1.311e+05
0.001, 0.001, 0.870, 10.0, 10.0, 1e+06, 0.114, 0.011, 4.9788e+04, 4.0227e+04, 2.4049e+26, 0.9965, 2.128e+22, 1.044e+21, 1.436e+05
0.001, 0.001, 0.870, 12.0, 12.0, 1e+06, 0.114, 0.011, 7.1695e+04, 5.7926e+04, 3.4631e+26, 0.9962, 2.349e+22, 1.433e+21, 5.332e+17
0.001, 0.001, 0.870, 15.0, 15.0, 1e+06, 0.114, 0.011, 1.1202e+05, 9.0510e+04, 5.4110e+26, 0.9955, 2.761e+22, 2.078e+21, 1.658e+05
0.001, 0.010, 0.000, 1.0, 1.0, 1e+06, 0.114, 0.025, 4.4615e+03, 4.4615e+03, 2.6912e+25, 1.0000, 2.269e+20, 2.157e+18, 0
0.001, 0.010, 0.000, 3.0, 2.9, 1e+06, 0.114, 0.025, 4.0153e+04, 4.0153e+04, 2.4221e+26, 0.9933, 4.124e+22, 1.795e+20, 2.538e+04
0.001, 0.010, 0.000, 5.0, 4.8, 1e+06, 0.114, 0.025, 1.1154e+05, 1.1154e+05, 6.7281e+26, 0.9737, 1.628e+23, 1.414e+21, 1.87e+18
0.001, 0.010, 0.000, 7.5, 7.2, 1e+06, 0.114, 0.025, 2.5096e+05, 2.5096e+05, 1.5138e+27, 0.9121, 5.435e+23, 1.1e+22, 1.456e+20
